"SPDES_Permit_Number","Facility_Name","Ground_or_Surface","Average_Design_Hydraulic_Flow","Street","City","State","Country","Zip_Code","Latitude","Longitude","Location_1"
"NY0030996","VILLAGE OF PHILMONT WWTP","Surface","0.25","ST RTE 217 - S SIDE - OPPOSITE CO RTE 9","PHILMONT","NY","USA","12565","42.25","-73.66","ST RTE 217 - S SIDE - OPPOSITE CO RTE 9PHILMONT, NY 12565(42.25, -73.66)"
"NY0235776","VILLAGE OF REMSEN WWTF","Surface","0.05","MIDDLE RD","REMSEN","NY","USA",,"43.32","-75.18","MIDDLE RDREMSEN, NY(43.32, -75.18)"
"NY0207004","VILLAGE OF THERESA WWTF","Surface","0.07","124 COMMERCIAL ST","THERESA","NY","USA","13691","44.21","-75.8","124 COMMERCIAL STTHERESA, NY 13691(44.21, -75.80)"
"NY0250520","V/KIRYAS JOEL WWTP","Surface","0.01","BAKERTOWN RD","KIRYAS JOEL","NY","USA","10950","41.33","-74.15","BAKERTOWN RDKIRYAS JOEL, NY 10950(41.33, -74.15)"
"NY0243124","V - LANCASTER SEWER OVERFLOWS","Surface","0","WET WEATHER OVERFLOWS AT VARIOUS LOCATIONS","LANCASTER","NY","USA","14086","42.89","-78.67","WET WEATHER OVERFLOWS AT VARIOUS LOCATIONSLANCASTER, NY 14086(42.89, -78.67)"
"NY0030139","VOORHEESVILLE - V SD 1 STP","Surface","0.11","STONINGTON HILL RD","VOORHEESVILLE","NY","USA","12186","42.64","-73.92","STONINGTON HILL RDVOORHEESVILLE, NY 12186(42.64, -73.92)"
"NY0020621","V - WELLSVILLE WASTEWATER TREATMENT PLANT","Surface","2.2","152 BOLIVAR RD - ST RTE 417 W","WELLSVILLE","NY","USA","14895","42.12","-77.96","152 BOLIVAR RD - ST RTE 417 WWELLSVILLE, NY 14895(42.12, -77.96)"
"NY0030180","WADDINGTON WWTF","Surface","0.26","PINE ST","WADDINGTON","NY","USA","13694","44.86","-75.19","PINE STWADDINGTON, NY 13694(44.86, -75.19)"
"NY0217760","WADHAMS SEWER DISTRICT WWTF","Surface","0.02","834 ST RTE 22","WADHAMS","NY","USA","12990","44.22","-73.45","834 ST RTE 22WADHAMS, NY 12990(44.22, -73.45)"
"NY0030490","WALDEN STP","Surface","1.2","BRADLEY LN","WALDEN","NY","USA","12586","41.56","-74.19","BRADLEY LNWALDEN, NY 12586(41.56, -74.19)"
"NY0024422","WALLKILL STP","Surface","4","600 ST RTE 211 E","MIDDLETOWN","NY","USA","10940","41.43","-74.36","600 ST RTE 211 EMIDDLETOWN, NY 10940(41.43, -74.36)"
"NY0027154","WALTON - V WWTP","Surface","1.55","SOUTH ST","WALTON","NY","USA","13856","42.16","-75.13","SOUTH STWALTON, NY 13856(42.16, -75.13)"
"NY0021601","WAPPINGERS FLEETWOOD MANOR SEWER DIS","Surface","0.06","FLEETWOOD DR - W END","WAPPINGERS FALLS","NY","USA","12590","41.55","-73.91","FLEETWOOD DR - W ENDWAPPINGERS FALLS, NY 12590(41.55, -73.91)"
"NY0026131","WARDS ISLAND WASTEWATER TREATMENT PLANT","Surface","275","WARDS ISLAND - E SIDE","NEW YORK","NY","USA","10035","40.78","-73.92","WARDS ISLAND - E SIDENEW YORK, NY 10035(40.78, -73.92)"
"NY0248720","WARRENSBURG SEWER DISTRICT # 1","Surface","0.25","98 MAIN ST","WARRENSBURG","NY","USA","12885","43.47","-73.79","98 MAIN STWARRENSBURG, NY 12885(43.47, -73.79)"
"NY0021504","WARSAW STP","Surface","1.2","PURDY AVE","WARSAW","NY","USA","14569","42.75","-78.13","PURDY AVEWARSAW, NY 14569(42.75, -78.13)"
"NY0021890","WARWICK SEWER DIS 1 STP","Surface","0.43","50 STATE SCHOOL RD |E SIDE @ BEND TO WEST","WARWICK","NY","USA","10990","41.27","-74.29","50 STATE SCHOOL RD |E SIDE @ BEND TO WESTWARWICK, NY 10990(41.27, -74.29)"
"NY0023680","WARWICK STP","Surface","1","RIVER ST","WARWICK","NY","USA","10990","41.25","-74.37","RIVER STWARWICK, NY 10990(41.25, -74.37)"
"NY0074900","WASHINGTON CO. S. D. NO. 1--INDUST. PARK","Surface","0.01","TREATMENT PLANT ROAD","KINGSBURY","NY","USA","12804","43.34","-73.6","TREATMENT PLANT ROADKINGSBURY, NY 12804(43.34, -73.60)"
"NY0183695","WASHINGTON CO SEWER DIST #2","Surface","2.5","17 CORTLAND ST","FORT EDWARD","NY","USA","12828","43.26","-73.58","17 CORTLAND STFORT EDWARD, NY 12828(43.26, -73.58)"
"NY0023671","WASHINGTONVILLE - V WWTF","Surface","0.7","1 WALT COLE BLVD","WASHINGTONVILLE","NY","USA","10992","41.42","-74.14","1 WALT COLE BLVDWASHINGTONVILLE, NY 10992(41.42, -74.14)"
"NY0029173","WATERFORD STP","Surface","1.5","41 MOHAWK AVE","WATERFORD","NY","USA","12188","42.78","-73.68","41 MOHAWK AVEWATERFORD, NY 12188(42.78, -73.68)"
"NY0022365","WATERLOO - V STP","Surface","0.8","E RIVER ST","WATERLOO","NY","USA","13165","42.89","-76.84","E RIVER STWATERLOO, NY 13165(42.89, -76.84)"
"NY0099091","WATERTOWN SD #1","Surface","0.06","HOLCOMB ST|SUNSET RIDGE","WATERTOWN","NY","USA","13601","43.95","-75.93","HOLCOMB ST|SUNSET RIDGEWATERTOWN, NY 13601(43.95, -75.93)"
"NY0025984","WATERTOWN WATER POL CONTL FAC","Surface","15.9","700 WM T FIELD DR","WATERTOWN","NY","USA","13601","43.98","-75.92","700 WM T FIELD DRWATERTOWN, NY 13601(43.98, -75.92)"
"NY0028461","WATERVILLE STP","Surface","0.3","ST RTE 315 - ABOUT 0.95 MILES NW OF ST RTE 12","WATERVILLE","NY","USA","13480","42.94","-75.39","ST RTE 315 - ABOUT 0.95 MILES NW OF ST RTE 12WATERVILLE, NY 13480(42.94, -75.39)"
"NY0030899","WATERVLIET - V COMBINED SEWER OVERFLOWS","Surface","0.01","HUDSON RIVER","WATERVLIET","NY","USA","12189","42.7","-73.7","HUDSON RIVERWATERVLIET, NY 12189(42.70, -73.70)"
"NY0020524","WATKINS GLEN - V STP","Surface","0.7","N PORTER ST","WATKINS GLEN","NY","USA","14891","42.38","-76.86","N PORTER STWATKINS GLEN, NY 14891(42.38, -76.86)"
"NY0031089","WAVERLY - V STP","Surface","1.35","424 CAYUTA AVE (ST RTE 34)","WAVERLY","NY","USA","14892","42","-76.52","424 CAYUTA AVE (ST RTE 34)WAVERLY, NY 14892(42.00, -76.52)"
"NY0029718","WAWARSING NAPANOCH SIMPRO AREA STP","Surface","0.53","PLANK RD - N SIDE - NW OF INSTITUTION RD","NAPANOCH","NY","USA",,"41.74","-74.36","PLANK RD - N SIDE - NW OF INSTITUTION RDNAPANOCH, NY(41.74, -74.36)"
"NY0062278","WAWAYANDA RIDGEBURY LAKE ACRES SEWER DIS","Surface","0.03","52 VIEW POINT DR","SLATE HILL","NY","USA","10973","41.38","-74.44","52 VIEW POINT DRSLATE HILL, NY 10973(41.38, -74.44)"
"NY0029149","WAWAYANDA ROBINN MEADOWS SEWER DIS","Surface","0.08","ROBINN DR OFF POCATELLO RD","SLATE HILL","NY","USA","10973","41.41","-74.49","ROBINN DR OFF POCATELLO RDSLATE HILL, NY 10973(41.41, -74.49)"
"NY0032999","WAYLAND - V STP","Surface","0.35","300 S MAIN ST|MILLEN ST EXT","WAYLAND","NY","USA","14572","42.56","-77.59","300 S MAIN ST|MILLEN ST EXTWAYLAND, NY 14572(42.56, -77.59)"
"NY0021610","WEBSTER-T STP/WW BRADLEY POLLUTION CONTROL FACILITY","Surface","7.5","226 PHILIPS RD","WEBSTER","NY","USA","14850","43.26","-77.41","226 PHILIPS RDWEBSTER, NY 14850(43.26, -77.41)"
"NY0020559","WEEDSPORT (V) WWTP","Surface","0.55","2601 EARL ST","WEEDSPORT","NY","USA","13166","43.05","-76.56","2601 EARL STWEEDSPORT, NY 13166(43.05, -76.56)"
"NY0025151","WEST CARTHAGE WATER POL CTRL FAC","Surface","4","END OF ROAD OFF LATHROP ST","WEST CARTHAGE","NY","USA","13619","43.98","-75.62","END OF ROAD OFF LATHROP STWEST CARTHAGE, NY 13619(43.98, -75.62)"
"NY0270598","WESTERN RAMAPO ADVANCED WWTP","Surface","1.5","137 ST RTE 17","HILLBURN","NY","USA",,"41.11","-74.16","137 ST RTE 17HILLBURN, NY(41.11, -74.16)"
"NY0021334","WESTFIELD STP","Surface","2.6","OLD HAWLEY ST","WESTFIELD","NY","USA","14787","42.32","-79.58","OLD HAWLEY STWESTFIELD, NY 14787(42.32, -79.58)"
"NY0020222","WESTPORT WWTP","Surface","0.18","18 MARKS RD","WESTPORT","NY","USA","12993","44.18","-73.43","18 MARKS RDWESTPORT, NY 12993(44.18, -73.43)"
"NY0029106","WEST SIDE WASTEWATER TREATMENT FACILITY","Surface","4","FIRST AVE AND WEST SCHUYLER ST","OSWEGO","NY","USA","13126","43.45","-76.52","FIRST AVE AND WEST SCHUYLER STOSWEGO, NY 13126(43.45, -76.52)"
"NY0262676","WEST WINDSOR WASTEWATER TREATMENT PLANT","Surface","0.11","124 MAIN ST|FAIRVIEW DR  and  RTE 17","WINDSOR","NY","USA",,"42.09","-75.77","124 MAIN ST|FAIRVIEW DR  and amp; RTE 17WINDSOR, NY(42.09, -75.77)"
"NY0027618","WETZEL ROAD WASTEWATER TREATMENT PLANT","Surface","7","4020 WETZEL RD","LIVERPOOL","NY","USA","13090","43.14","-76.23","4020 WETZEL RDLIVERPOOL, NY 13090(43.14, -76.23)"
"NY0231321","WHISPERING OAKS SUBDIVISION STP","Ground","0.02","ST RTE 370 @ ASHINGTON DR","LYSANDER","NY","USA",,"43.17","-76.37","ST RTE 370 @ ASHINGTON DRLYSANDER, NY(43.17, -76.37)"
"NY0024929","WHITEHALL STP","Surface","1.7","RIVERSIDE DR","WHITEHALL","NY","USA","12887","43.54","-73.4","RIVERSIDE DRWHITEHALL, NY 12887(43.54, -73.40)"
"NY0262552","WHITNEY POINT STP","Surface","0.15","US RTE 11 - E SIDE - S OF ST RTE 26","WHITNEY POINT","NY","USA","13862","42.32","-75.96","US RTE 11 - E SIDE - S OF ST RTE 26WHITNEY POINT, NY 13862(42.32, -75.96)"
"NY0065706","WILD OAKS SEWER DISTRICT","Surface","0.06","NASH RD","GOLDENS BRIDGE","NY","USA","10526","41.3","-73.66","NASH RDGOLDENS BRIDGE, NY 10526(41.30, -73.66)"
"NY0037117","WILDWOOD STP","Surface","0.1","NEW HACKENSACK RD","WAPPINGERS FALLS","NY","USA","12590","41.61","-73.9","NEW HACKENSACK RDWAPPINGERS FALLS, NY 12590(41.61, -73.90)"
"NY0108723","WILLIAMSON - T STP","Surface","0.63","7614 MAKEN RD","WILLIAMSON","NY","USA","14589","43.27","-77.17","7614 MAKEN RDWILLIAMSON, NY 14589(43.27, -77.17)"
"NY0202631","WILLIAMSVILLE - V SANITARY SEWER COLLECTION SYSTEM","Surface","0","WEST SIDE OF MILL ST @ EDWARD ST","WILLIAMSVILLE","NY","USA","14221","42.96","-78.74","WEST SIDE OF MILL ST @ EDWARD STWILLIAMSVILLE, NY 14221(42.96, -78.74)"
"NY0239682","WILLSBORO SEWER DISTRICT NO. 1 WASTEWATER TREATMENT FACILITY","Surface","0.08","76 GILLILAND LN","WILLSBORO","NY","USA","12996","44.36","-73.39","76 GILLILAND LNWILLSBORO, NY 12996(44.36, -73.39)"
"NY0020419","WILSON STP","Surface","0.31","109 ONTARIO ST","WILSON","NY","USA","14172","43.31","-78.83","109 ONTARIO STWILSON, NY 14172(43.31, -78.83)"
"NY0262935","WINDHAM WASTEWATER TREATMENT PLANT","Surface","0.45","SOUTH ST @ CO RTE 12  and  ST RTE 23","WINDHAM","NY","USA",,"42.3","-74.27","SOUTH ST @ CO RTE 12  and amp; ST RTE 23WINDHAM, NY(42.30, -74.27)"
"NY0215198","WINDSOR ESTATES WWTP","Surface","0.02","35 BRISTOL DR","MIDDLETOWN","NY","USA","10941","41.45","-74.32","35 BRISTOL DRMIDDLETOWN, NY 10941(41.45, -74.32)"
"NY0023132","WINEBROOK HILLS SD WWTP","Surface","0.04","43 HANMER LN","NEWCOMB","NY","USA","12852","43.95","-74.11","43 HANMER LNNEWCOMB, NY 12852(43.95, -74.11)"
"NY0020303","WOLCOTT - V STP","Surface","0.25","6365 W PORT BAY RD","WOLCOTT","NY","USA","14590","43.23","-76.82","6365 W PORT BAY RDWOLCOTT, NY 14590(43.23, -76.82)"
"NY0020478","WOODBURY VALLEY FORGE SEWER DIS 1 STP","Surface","0.06","SUTHERLAND DR","WOODBURY","NY","USA","11797","41.35","-74.09","SUTHERLAND DRWOODBURY, NY 11797(41.35, -74.09)"
"NY0272817","WOODRIDGE GREENFIELD RD WWTP","Surface","0.8","GREENFIELD RD  and  KRIEGER PARK RD","WOODRIDGE","NY","USA","12789","41.7","-74.56","GREENFIELD RD  and amp; KRIEGER PARK RDWOODRIDGE, NY 12789(41.70, -74.56)"
"NY0149306","WOODSTOCK GUILD SYSTEM 3","Ground","0.01","UPPER BYRDCLIFF RD","WOODSTOCK","NY","USA","12498","42.05","-74.13","UPPER BYRDCLIFF RDWOODSTOCK, NY 12498(42.05, -74.13)"
"NY0109711","WOODSTOCK STP","Surface","0.23","ST RT 212 - S SIDE - W OF ZENA RD","WOODSTOCK","NY","USA","12498","42.03","-74.09","ST RT 212 - S SIDE - W OF ZENA RDWOODSTOCK, NY 12498(42.03, -74.09)"
"NY0085693","YAPANK COUNTY CENTER WWTF","Ground","0.25","YAPANK AVE","YAPANK","NY","USA","11980","40.81","-72.92","YAPANK AVEYAPANK, NY 11980(40.81, -72.92)"
"NY0026689","YONKERS JOINT WWTP","Surface","120","1 FERNBROOK ST |LUDLOW DOCK SOUTH","YONKERS","NY","USA","10705","40.91","-73.9","1 FERNBROOK ST |LUDLOW DOCK SOUTHYONKERS, NY 10705(40.91, -73.90)"
"NY0026743","YORKTOWN HEIGHTS STP","Surface","1.5","2200 GREENWOOD ST","YORKTOWN HEIGHTS","NY","USA","10598","41.28","-73.77","2200 GREENWOOD STYORKTOWN HEIGHTS, NY 10598(41.28, -73.77)"
