"Region","County","Site_Name_Title","Description","Latitude","Longitude","Statewide_PTH_Site_Theme_Tag","Website_URL","Photo_URL","Town_City_Village","Address","State","Zip_Code","Phone","Location"
"Greater Niagara","Erie","Roycroft Campus","In the early 1900s, the Roycroft Campus was at the vanguard of the uniquely American Arts and Crafts style, a decorative arts movement that emphasizes a hand crafted simplicity of design.  The Roycroft guild practices live on at this National Historic Landmark complex, where visitors can stay at the beautifully restored Roycroft Inn, join classes and demonstrations, shop the gallery or tour the nine original structures including the inn, chapel, print shop, furniture shop and copper shop.","42.7671515","-78.6189469","Arts and Culture","http;//www.roycroftcampus.com","http;//fallgetaways.iloveny.com/GoogleFieldTrips/PTH/789.jpg","East Aurora","31 South Grove Street","NY","14052","716-655-0261","(42.767151499999997, -78.618946899999997)"
"Greater Niagara","Erie","Springville Center for the Arts","The church that now houses Springville Center for the Arts is a block north of the East Main-Mechanic Street Historic District across from Fiddlers Green Park. What was one of five churches that originally lined the Green, the Baptist Church is a representation of an ecclesial design by regional architect Cyrus K. Porter. The original 1869 massing of the church consisted of a steeply gabled 5-bay sanctuary block, a square belltower at the northeast corner, and a 3-bay gabled wing projecting from the south side of the main block.","42.509629","-78.666735","Arts and Culture","http;//www.springvillearts.org","","Springville","North Buffalo St","NY","14141","716-592-9038","(42.509628999999997, -78.666735000000003)"
"Greater Niagara","Erie","The History Museum of Buffalo NY","The History Museum of Buffalo holds important and unique collections relevant to western New York.  Permanent and changing exhibits explore western NYs industrial and cultural history.","42.935429","-78.876382","Arts and Culture","http;//www.bechs.org","","Buffalo","1 Museum Court","NY","14216","716-873-9644x303","(42.935428999999999, -78.876382000000007)"
"Greater Niagara","Erie","Theodore Roosevelt Inaugural National Historic Site","At this site, Theodore Roosevelt was inaugurated as the 26th President of the United States as a consequence of the unforseen death of President William McKinley. A combination of historically restored rooms, interactive exhibits and an audio-visual presentation gives visitors the opportunity to relive the unusual inauguration of Teddy Roosevelt, as well as learn about his presidency and legacy.","42.9014615","-78.8724168","US Presidents","http;//www.trsite.org","http;//fallgetaways.iloveny.com/GoogleFieldTrips/PTH/794.jpg","Buffalo","641 Delaware Ave","NY","14202","716-884-0095","(42.901461500000003, -78.872416799999996)"
"Adirondacks, The","Essex","1812 Homestead Farm and  Museum","Originally built as an inn in the early 19th century, the 1812 Homestead Farm and Museum is an engaging educational resource and living history museum. Located on a 130-acre property, the museum and farm offer tours and hands-on activities that provide visitors with a glimpse of daily rural life in the region during the early 1800s, such as hearth cooking, candle making, animal husbandry, and gardening. The picturesque site also offers hiking as well as opportunities to explore nature.","44.382731","-73.4377085","Arts and Culture","http;//www.lakechamplainregion.com","http;//fallgetaways.iloveny.com/GoogleFieldTrips/PTH/472.jpg","Willsboro","4403 New York 22 Scenic","NY","12996","518-963-4071","(44.382731, -73.437708499999999)"
"Adirondacks, The","Essex","Adirondack History Center Museum","The Adirondack History Center displays and interprets more than 6,000 artifacts, documents and art representing two centuries of Essex County life.  In addition to the permanent exhibitions, special programs and exhibits are offered including lectures, performances, workshops, tours and traveling exhibits. The museum grounds include a formal, landscaped garden, an Adirondack lean-to, a sugar house, a fire tower, and an Adirondack style open-air farmers market pavilion.","44.2146811","-73.5906185","Arts and Culture","http;//www.adkmuseum.org","","Elizabethtown","7590 Court Street","NY","12932","518-873-6466","(44.2146811, -73.590618500000005)"
"Adirondacks, The","Essex","Champlain Monument and Lighthouse","In the early 20th century, the existing lighthouse on this site was rebuilt to commemorate the 300th anniversary of Samuel de Champlains discovery of Lake Champlain. The new stone lighthouse, a joint effort of the States of New York and Vermont, is classical in design and incorporates a monumental bronze of de Champlain accompanied by one fellow Frenchman and one Huron native. The sculptural plaque below it was a gift from the French government and created by Auguste Rodin. Steps lead down to a lakeside pier.","44.029916","-73.421142","Canals and Transportation","http;//www.lakechamplainregion.com","http;//fallgetaways.iloveny.com/GoogleFieldTrips/PTH/487.jpg","Crown Point","Rte 1","NY","12928","518-597-4646","(44.029916, -73.421142000000003)"
"Adirondacks, The","Essex","Crown Point State Historic Site","In 1759, the abandoned French Fort St. Frederic was taken over by the British, who immediately began construction of an ambitious fortification complex. In 1775, at the outbreak of the Revolutionary War, the rebellious colonists captured the fort and secured sorely needed equipment. Crown Point was occupied by General John Burgoynes army in 1777 and remained under British control until the end of the war. Visitors can explore the ruins of the original structures and tour the newly renovated museum.","44.026048","-73.426852","War of 1812","http;//www.nysparks.state.ny.us","http;//fallgetaways.iloveny.com/GoogleFieldTrips/PTH/492.jpg","Crown Point","21 Grandview Drive","NY","12928","518-597-4666","(44.026048000000003, -73.426851999999997)"
"Adirondacks, The","Essex","Essex Community Heritage Organization (ECHO)","The Essex Heritage Center, which occupies a former 1867 school building in the historic hamlet, serves as a visitor center, Town historians office, and museum that highlights the communitys history and architecture as well as housing a resale business that offers items and support to those in the community who need help. A walking tour guide for the Essex Village Historic District, which is listed on the National Register of Historic Places, is available at the heritage center.","44.309697","-73.35312","Arts and Culture","","","Essex","Rte 22 and Elm Street","NY","12936","518-963-8058","(44.309697, -73.353120000000004)"
"Adirondacks, The","Essex","Fort Ticonderoga","At the outbreak of the Revolutionary War, Ethan Allen and Benedict Arnold realized that the British Fort Ticonderoga made an easy target for the American rebels. They captured the fort in 1775 with a band of Green Mountain Boys, only weeks after Lexington and Concord, making it Americas first victory in the Revolution. Visitors can tour the restored fort, research library, museum galleries, and acres of beautiful land overlooking Lake Champlain.  Daily artillery demonstrations and frequent reenactments.","43.841703","-73.387523","The Revolution","http;//www.fortticonderoga.org","http;//fallgetaways.iloveny.com/GoogleFieldTrips/PTH/495.jpg","Ticonderoga","100 Fort Ticonderoga Road","NY","12883","518-585-2821","(43.841703000000003, -73.387523000000002)"
"Adirondacks, The","Essex","Hancock House Museum  and  Research Center","Hancock House was built in the 1920s as a gift to the New York Historic Association by Horace Moses, a Ticonderoga native and successful paper manufacturer. His vision was to perpetuate American Traditions in History and the Fine Arts for the benefit of the public. The Georgian Revival style building, modeled on Thomas Hancocks 18th century house in Boston, served as the associations headquarters for many years. Today, it is home to the Ticonderoga Historical Society and houses a museum, gallery, and library.","43.8487611","-73.4345786","Arts and Culture","http;//www.thehancockhouse.org/museum","","Ticonderoga,","6 Moses Circle","NY","12883","518-585-7868","(43.848761099999997, -73.434578599999995)"
"Adirondacks, The","Essex","John Brown Farm","At the John Brown Farm State Historic Site in Lake Placid, see the home and gravesite of the ardent abolitionist best known for his 1850 raid on Harpers Ferry, Virginia and the famous folk song that immortalized his death. Following Browns execution, his body was returned to North Elba and was buried in front of his home on December 8, 1859. The remains of several of Browns followers, who fought and died at Harpers Ferry, were moved to this small graveyard in 1899.","44.2495711","-73.9714884","Civil Rights","http;//www.nysparks.state.ny.us","http;//fallgetaways.iloveny.com/GoogleFieldTrips/PTH/507.jpg","Lake Placid","115 John Brown Rd","NY","12946","518-523-3900","(44.249571099999997, -73.971488399999998)"
"Adirondacks, The","Essex","Lake Placid-North Elba Historical Society","Through exhibits, programs, and its archives, the society highlights various aspects of the areas rich heritage, helping to raise awareness and excitement about the people, places, and events that helped to shape this historic community. Founded in 1948 and housed in a former railroad complex, the society preserves and interprets local history while seeking opportunities to engage visitors in its activities, including access to its wide ranging collection and hosting special community events.","44.275781","-73.9870583","Arts and Culture","http;//www.lakeplacidhistory.com","","Lake Placid","242 Station Street","NY","12946","518-523-1068","(44.275781000000002, -73.987058300000001)"
"Adirondacks, The","Essex","Lake Placid Olympic Museum","The Lake Placid Olympic Museum brings to life the Olympic memories and achievements from 1932 and 1980, including the American hockey teams Miracle on Ice over the Soviets, and Sonja Henie and Eric Heidens skate to Olympic Gold. Visitors can see historic video highlights, equipment, uniforms and memorabilia from the Olympic Games, as well as experience the competition venues, from the outdoor speed skating oval, to the top of the ski jumping complex, to the bobsled run.","44.283641","-73.9856883","Sports History","http;//www.whiteface.com","","Lake Placid","2634 Main Street","NY","12946","518-523-1655","(44.283641000000003, -73.985688300000007)"
